mirna,mrna,interaction_id,correlation,pvalue,qvalue
hsa-miR-224-5p,ATG13,,-0.5680792891319207,2.478113049398636e-06,0.0001661586907666
hsa-miR-224-5p,BAZ2A,,-0.4317156527682844,0.0004465184516694,0.007720587205704
hsa-miR-224-5p,ABHD2,,-0.4956254272043746,5.138380620358147e-05,0.001586961678616
hsa-miR-224-5p,ZNF710,,-0.6578263841421736,1.80780891269772e-08,4.314932255531893e-06
hsa-miR-224-5p,PJA2,,-0.3481886534518113,0.0042732117620053,0.0386475955689799
hsa-miR-224-5p,USP3,,-0.6511961722488039,2.7495953626207258e-08,5.805030332499111e-06
hsa-miR-224-5p,PHF12,,-0.5576896787423103,4.000720651726591e-06,0.0002404462314028
hsa-miR-224-5p,ERI2,,-0.464935064935065,0.000153000627894,0.0036014195824873
hsa-miR-224-5p,F2RL1,,-0.704853041695147,6.662645395127965e-10,3.386351213234855e-07
hsa-miR-224-5p,FUT9,,-0.619249437498471,1.8109107246469634e-07,2.3153224727636904e-05
hsa-miR-224-5p,RERE,,-0.413943950786056,0.0007586015579722,0.011201889361606
hsa-miR-224-5p,SLC25A12,,-0.5873547505126452,9.747502656018077e-07,8.223256902573939e-05
hsa-miR-224-5p,DIO1,MIRT006136,-0.3734107997265892,0.0022938261179915,0.0248577329432993
hsa-miR-224-5p,ADAM10,,-0.4598086124401914,0.0001817974708751,0.0040654101458219
hsa-miR-224-5p,TSPYL5,,-0.5503759398496241,5.551715511098581e-06,0.0003055595934176
hsa-miR-224-5p,MARCHF9,,-0.67053998632946,7.853212770914408e-09,2.260901514445981e-06
hsa-miR-224-5p,PAK4,,-0.7562542720437458,7.93532104686845e-12,1.1900880607299257e-08
hsa-miR-200b-3p,ETS1,MIRT003783,-0.5156527682843473,2.3793131991751077e-05,0.000901970028516
hsa-miR-200b-3p,ZNF423,,-0.6656869446343131,1.0847396028401642e-08,2.9771763139551144e-06
hsa-miR-200b-3p,ZFPM2,MIRT004623,-0.7453861927546138,2.2090320764761937e-11,2.2735910389112103e-08
hsa-miR-200b-3p,SOX6,,-0.3779220779220779,0.0020416335297614,0.0229587573850717
hsa-miR-200b-3p,GPC6,,-0.6772385509227615,4.978468401529858e-09,1.6012387939264277e-06
hsa-miR-200b-3p,BNC2,,-0.6154477101845522,2.235054310088069e-07,2.7467149520004688e-05
hsa-miR-200b-3p,CELF2,,-0.7300068352699931,8.642364937788586e-11,7.570160045187625e-08
hsa-miR-200b-3p,SLC24A4,,-0.5967874231032126,6.038181255063109e-07,5.741013489369357e-05
hsa-miR-200b-3p,KCNJ15,,-0.4835953520164047,7.978533428985048e-05,0.0021839643799061
hsa-miR-200b-3p,DCUN1D3,,-0.5261790840738211,1.556445399784275e-05,0.0006511920799158
hsa-miR-200b-3p,NEGR1,,-0.7207108680792892,1.8862678367388301e-10,1.294262676178348e-07
hsa-miR-200b-3p,WIPF1,,-0.3343130553656869,0.0058967964033369,0.048340344709076
hsa-miR-200b-3p,ROBO2,,-0.4018455228981545,0.0010708525246727,0.0142811556813251
hsa-miR-200b-3p,PLPPR4,,-0.4369788106630212,0.0003795309540986,0.0069259352168828
hsa-miR-200b-3p,SIK2,,-0.6580997949419002,1.7764211497087867e-08,4.276811831132224e-06
hsa-miR-200b-3p,SORT1,,-0.4328776486671223,0.0004308749965814,0.0075323536026593
hsa-miR-200b-3p,FLI1,,-0.6400546821599453,5.4386455456390574e-08,9.692796470494128e-06
hsa-miR-200b-3p,AP1S2,,-0.4021872863978127,0.0010606589913824,0.0142004130134064
hsa-miR-200b-3p,NR5A2,,-0.6098427887901573,3.0328285938157653e-07,3.537068565971706e-05
hsa-miR-200b-3p,ADIPOR2,,-0.5002734107997266,4.315873492405141e-05,0.0013838021480438
hsa-miR-200b-3p,SAMD8,,-0.5005468215994532,4.271479144534014e-05,0.0013759978474281
hsa-miR-200b-3p,CDH6,,-0.4980861244019139,4.686571804379275e-05,0.0014705905077323
hsa-miR-200b-3p,KCNB1,,-0.573069036226931,1.95740981223062e-06,0.0001408821758037
hsa-miR-200b-3p,SCD,,-0.4667805878332194,0.0001436952242791,0.0034474293055635
hsa-miR-200b-3p,GJC1,,-0.6285714285714287,1.0680382873555393e-07,1.5428094123557962e-05
hsa-miR-200b-3p,ABCA1,,-0.643814080656186,4.333897025319868e-08,8.260287344231189e-06
hsa-miR-200b-3p,DMRT2,,-0.7533834586466165,1.0452876033830979e-11,1.3881756562477021e-08
hsa-miR-200b-3p,SNTB2,,-0.3764183185235817,0.0021228370598291,0.0236011555268992
hsa-miR-200b-3p,QKI,MIRT218291,-0.5899521531100478,8.556133818417617e-07,7.384643043405343e-05
hsa-miR-200b-3p,FSTL1,,-0.6345864661654135,7.52595189162132e-08,1.2055872117749344e-05
hsa-miR-200b-3p,YWHAG,,-0.6789473684210526,4.4235715758267885e-09,1.4686614371388147e-06
hsa-miR-200b-3p,NOVA2,,-0.755639097744361,8.420661115188639e-12,1.1954144739696592e-08
hsa-miR-200b-3p,SDC2,,-0.6012303485987697,4.793171020906398e-07,4.860346250238805e-05
hsa-miR-200b-3p,TIMP2,,-0.5900888585099112,8.497361993583604e-07,7.364797808712492e-05
hsa-miR-200b-3p,PLPP3,,-0.4348598769651401,0.0004053251711561,0.0072050224401234
hsa-miR-200b-3p,SLC4A4,,-0.6933697881066303,1.5798678933478274e-09,6.569856697094618e-07
hsa-miR-200b-3p,TMEM170B,,-0.6047846889952153,3.974641897147825e-07,4.239171820302559e-05
hsa-miR-200b-3p,ZEB1,MIRT002483,-0.7243335611756665,1.3967919605339e-10,1.0849910985513235e-07
hsa-miR-200b-3p,PLCXD3,,-0.6082023239917977,3.312557724085567e-07,3.777692214484175e-05
hsa-miR-200b-3p,IAH1,,-0.6427204374572797,4.631315835581595e-08,8.659980910612445e-06
hsa-let-7g-5p,BZW1,MIRT300041,-0.3920710868079289,0.0014018915440185,0.0174733493719946
hsa-let-7g-5p,AP1S1,MIRT481850,-0.3650034176349965,0.0028377548210384,0.0287965314831977
hsa-let-7g-5p,KCTD15,,-0.3465481886534518,0.0044422931852,0.0396971495857395
hsa-let-7g-5p,SLC25A4,,-0.3328092959671907,0.0061011543070079,0.0496105908878552
hsa-let-7g-5p,GALNT2,,-0.4470266575529734,0.0002762464114218,0.0055422945964072
hsa-let-7g-5p,ADAMTS15,,-0.3492822966507177,0.0041636222579561,0.0379314372068594
hsa-let-7i-5p,MTRES1,,-0.3467532467532468,0.0044208453410488,0.0395570054000521
hsa-let-7i-5p,SUB1,,-0.3847573479152427,0.0017060432466634,0.0200674555491111
hsa-let-7i-5p,PCTP,,-0.3531784005468216,0.0037928193371214,0.0354154183011914
hsa-miR-1-3p,CASK,,-0.4362269309637731,0.0003885091118155,0.0070243880651448
hsa-miR-1-3p,PPP4R2,,-0.3410116199589884,0.0050565400468783,0.0435052658704145
hsa-miR-1-3p,G3BP1,MIRT024102,-0.3663021189336979,0.0027469792864745,0.0281500034560701
hsa-miR-1-3p,RAD54L2,,-0.3437457279562543,0.0047445927096777,0.0417193800223669
hsa-miR-1-3p,POGK,MIRT002759,-0.4341763499658236,0.0004139768616867,0.0073303283521647
hsa-miR-1-3p,ASXL2,MIRT442950,-0.3357484620642516,0.0057072582777429,0.0472285660374674
hsa-miR-1-3p,SLC25A22,MIRT001332,-0.4860560492139439,7.30146449025591e-05,0.0020448570857098
hsa-miR-1-3p,RASA1,MIRT000387,-0.3676691729323308,0.0026541871421545,0.0274548317727034
hsa-miR-1-3p,LCOR,,-0.3532467532467532,0.0037865795534695,0.0354002799213538
hsa-miR-1-3p,AGO1,MIRT438862,-0.3926179084073821,0.0013812162177214,0.017278423113757
hsa-miR-1-3p,E2F5,MIRT023808,-0.3617908407382091,0.003073688023821,0.0304257423064888
hsa-miR-1-3p,DDX5,MIRT002799,-0.4389610389610389,0.0003567515082701,0.0066367387455821
hsa-miR-1-3p,UBE4A,,-0.3384825700615174,0.0053607358273572,0.0452710016977373
hsa-miR-1-3p,NDRG3,,-0.4198906356801093,0.0006373476170475,0.009942767732562
hsa-miR-1-3p,PTBP1,MIRT001345,-0.4349965823650034,0.0004036145221525,0.0071870269301457
hsa-miR-1-3p,RFX3,,-0.3409432672590567,0.0050645608470404,0.043546972746827
hsa-miR-15b-5p,CYB561,,-0.3928913192071087,0.0013709804046142,0.0171869343110732
hsa-miR-15b-5p,LMO7,,-0.3924812030075188,0.0013863595148801,0.0173164547536714
hsa-miR-15b-5p,PPP2R1A,,-0.373069036226931,0.0023140034838224,0.0249908734064758
hsa-miR-15b-5p,ATP10B,,-0.337468813211898,0.0054870384399581,0.0461106114583866
hsa-miR-15b-5p,MCF2L,,-0.335475051264525,0.005742950122928,0.0474190761353439
hsa-miR-15b-5p,ZNF652,,-0.3917293233082707,0.0014149526518452,0.0175776058309641
hsa-miR-15b-5p,ZYX,,-0.4071770334928229,0.000921368233335,0.012866963635743
hsa-miR-15b-5p,UBAP1,,-0.338004101161996,0.0054200311200182,0.0456686985632484
hsa-miR-15b-5p,TMEM154,,-0.4077922077922078,0.000905379138896,0.0127256926490992
hsa-miR-15b-5p,ZDHHC14,,-0.418701618338958,0.0006600997162778,0.0101905383970549
hsa-miR-15b-5p,CACUL1,MIRT549077,-0.3372522214627478,0.0055143539674665,0.0462175159785483
hsa-miR-15b-5p,NFATC2,,-0.3802460697197539,0.0019215213637065,0.0218890738855658
hsa-miR-15b-5p,PDZD8,,-0.3609706083390294,0.0031366096905025,0.0308852151036353
hsa-miR-15b-5p,PSME3,,-0.3595352016404647,0.0032494367814118,0.0315360827095579
hsa-miR-15b-5p,MACC1,,-0.4062200956937799,0.0009467415285769,0.0130925099059405
hsa-miR-15b-5p,KCTD1,,-0.4181818181818182,0.0006702729510016,0.0102619810783887
