id,label,type
IRS1,IRS1,Messenger RNA
BCL9L,BCL9L,Messenger RNA
TLE4,TLE4,Messenger RNA
PTPN9,PTPN9,Messenger RNA
CTPS1,CTPS1,Messenger RNA
ZFYVE26,ZFYVE26,Messenger RNA
UCP3,UCP3,Messenger RNA
LMO4,LMO4,Messenger RNA
ATXN1L,ATXN1L,Messenger RNA
CUL3,CUL3,Messenger RNA
CSNK1G2,CSNK1G2,Messenger RNA
ANK2,ANK2,Messenger RNA
SSX2IP,SSX2IP,Messenger RNA
C18orf32,C18orf32,Messenger RNA
ZBTB44,ZBTB44,Messenger RNA
MIGA1,MIGA1,Messenger RNA
AGO3,AGO3,Messenger RNA
TRIM2,TRIM2,Messenger RNA
BRMS1L,BRMS1L,Messenger RNA
TRAK1,TRAK1,Messenger RNA
HOXC12,HOXC12,Messenger RNA
CNKSR3,CNKSR3,Messenger RNA
MTA3,MTA3,Messenger RNA
GPR157,GPR157,Messenger RNA
NR6A1,NR6A1,Messenger RNA
ARHGAP5,ARHGAP5,Messenger RNA
SCD,SCD,Messenger RNA
SLC4A7,SLC4A7,Messenger RNA
RASGRF1,RASGRF1,Messenger RNA
ABI1,ABI1,Messenger RNA
NXPE3,NXPE3,Messenger RNA
ZC2HC1A,ZC2HC1A,Messenger RNA
CDK17,CDK17,Messenger RNA
ATXN7L3,ATXN7L3,Messenger RNA
NTN4,NTN4,Messenger RNA
KSR1,KSR1,Messenger RNA
TMEM260,TMEM260,Messenger RNA
MYNN,MYNN,Messenger RNA
LRCH1,LRCH1,Messenger RNA
PCDH7,PCDH7,Messenger RNA
NIPAL2,NIPAL2,Messenger RNA
SHROOM3,SHROOM3,Messenger RNA
MBD1,MBD1,Messenger RNA
ZNF607,ZNF607,Messenger RNA
TMEM107,TMEM107,Messenger RNA
ARIH1,ARIH1,Messenger RNA
MASTL,MASTL,Messenger RNA
BICRAL,BICRAL,Messenger RNA
FOXK2,FOXK2,Messenger RNA
PURA,PURA,Messenger RNA
WDR20,WDR20,Messenger RNA
FNIP2,FNIP2,Messenger RNA
TRIM32,TRIM32,Messenger RNA
UBE2I,UBE2I,Messenger RNA
METTL1,METTL1,Messenger RNA
OTUD7A,OTUD7A,Messenger RNA
ANKFY1,ANKFY1,Messenger RNA
DCUN1D3,DCUN1D3,Messenger RNA
DCAF10,DCAF10,Messenger RNA
E2F3,E2F3,Messenger RNA
PPP6R3,PPP6R3,Messenger RNA
FMR1,FMR1,Messenger RNA
SPTLC2,SPTLC2,Messenger RNA
ARL10,ARL10,Messenger RNA
CMPK1,CMPK1,Messenger RNA
RIMS3,RIMS3,Messenger RNA
SYPL2,SYPL2,Messenger RNA
MRGBP,MRGBP,Messenger RNA
GK5,GK5,Messenger RNA
KPNA1,KPNA1,Messenger RNA
SLC26A9,SLC26A9,Messenger RNA
BACH2,BACH2,Messenger RNA
SEC61A1,SEC61A1,Messenger RNA
ARHGAP44,ARHGAP44,Messenger RNA
GLYCTK,GLYCTK,Messenger RNA
C2orf69,C2orf69,Messenger RNA
NETO2,NETO2,Messenger RNA
COPZ1,COPZ1,Messenger RNA
RUFY2,RUFY2,Messenger RNA
AJUBA,AJUBA,Messenger RNA
PIAS1,PIAS1,Messenger RNA
CHIC1,CHIC1,Messenger RNA
KPNA5,KPNA5,Messenger RNA
WDR47,WDR47,Messenger RNA
KLHL28,KLHL28,Messenger RNA
ARHGAP6,ARHGAP6,Messenger RNA
XRN1,XRN1,Messenger RNA
DCAF5,DCAF5,Messenger RNA
ZYX,ZYX,Messenger RNA
RNF114,RNF114,Messenger RNA
