accession_id,mirna_name,gene_name,mirtarbase,correlation,pvalue,qvalue
MIMAT0000065,hsa-let-7d-5p,CLCN5,,-0.07706090700743105,0.20141740601618568,0.572860323888107
MIMAT0000065,hsa-let-7d-5p,LEPROTL1,,-0.14247517188693656,0.06029145205772216,0.3267691929652928
MIMAT0000065,hsa-let-7d-5p,STYX,,-0.08596430307660254,0.17526422918267093,0.5363738830360767
MIMAT0000065,hsa-let-7d-5p,PIK3IP1,,-0.08508229738176261,0.1777558741329895,0.5396326312090971
MIMAT0000065,hsa-let-7d-5p,LRIG3,MIRT547573,-0.1212723105771234,0.09351066903738192,0.40155843679983066
MIMAT0000065,hsa-let-7d-5p,ZNF879,,-0.1032363358566567,0.13091816458800107,0.46846527107613234
MIMAT0000065,hsa-let-7d-5p,TMPPE,,-0.09888186679630528,0.14130052192262849,0.48561174368140564
MIMAT0000065,hsa-let-7d-5p,TMEM233,,-0.19471872129816364,0.01653824576039564,0.17762658725653574
MIMAT0000065,hsa-let-7d-5p,ATXN1L,,-0.2109521494548232,0.01036770488140244,0.1421338802072784
MIMAT0000065,hsa-let-7d-5p,RAMAC,,0.008257517883186332,0.5356622104747669,0.875836115137046
MIMAT0000065,hsa-let-7d-5p,SLC25A18,,-0.09103773011634339,0.1613596281000349,0.5157128871503661
MIMAT0000065,hsa-let-7d-5p,KCTD10,,-0.21379262448781164,0.009522612974896242,0.1372676658135516
MIMAT0000065,hsa-let-7d-5p,KATNAL1,MIRT032145,-0.10121536217792901,0.13567019628608212,0.4760019013892718
MIMAT0000065,hsa-let-7d-5p,DDI2,,-0.09213834294048195,0.15843965425965179,0.5117528735458657
MIMAT0000065,hsa-let-7d-5p,LZIC,,-0.02781795231956467,0.38147881489675023,0.759704125400106
MIMAT0000065,hsa-let-7d-5p,FAXC,,-0.16162927981109798,0.038896036911300315,0.2651616068225406
MIMAT0000065,hsa-let-7d-5p,PARD6B,,0.16986596291409123,0.9681887002862987,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,ZC3H10,,0.029349260365303144,0.6248365813450684,0.9299362742171615
MIMAT0000065,hsa-let-7d-5p,LINGO1,,-0.1940829224251684,0.016832594412640955,0.17912108851010933
MIMAT0000065,hsa-let-7d-5p,CGNL1,,-0.002923814153760677,0.48735819881823417,0.8412599449537896
